x,y,y_coordinate
44.2,-0.546061992,0.284405511
44.3,-0.548344343,0.282914794
44.4,-0.550626694,0.281431889
44.5,-0.552909045,0.279956758
44.6,-0.555191396,0.278489358
44.7,-0.557473747,0.27702965
44.8,-0.559756098,0.275577593
44.9,-0.562038449,0.274133147
45,-0.563939702,0.27293567
45.1,-0.564852642,0.272362529
45.2,-0.565765583,0.271790591
45.3,-0.566678523,0.271219853
45.4,-0.567591463,0.270650315
45.5,-0.568504404,0.270081972
45.6,-0.569417344,0.269514823
45.7,-0.570330285,0.268948865
45.8,-0.571243225,0.268384095
45.9,-0.572156165,0.267820511
46,-0.573069106,0.267258111
46.1,-0.573982046,0.266696892
46.2,-0.574894986,0.266136851
46.3,-0.575807927,0.265577986
46.4,-0.576720867,0.265020295
46.5,-0.578321323,0.264045443
46.6,-0.58081116,0.262535985
46.7,-0.583300998,0.261035156
46.8,-0.585790835,0.259542907
46.9,-0.588280673,0.258059189
47,-0.59077051,0.256583952
47.1,-0.593260347,0.255117149
47.2,-0.595750185,0.253658731
47.3,-0.598240022,0.25220865
47.4,-0.60072986,0.250766859
47.5,-0.603219697,0.24933331
47.6,-0.605709534,0.247907957
47.7,-0.608199372,0.246490751
47.8,-0.610689209,0.245081647
47.9,-0.613179047,0.243680599
48,-0.615668884,0.24228756
48.1,-0.618011094,0.240984387
48.2,-0.61915227,0.240351994
48.3,-0.620293445,0.239721262
48.4,-0.621434621,0.239092184
48.5,-0.622575796,0.238464757
48.6,-0.623716972,0.237838977
48.7,-0.624858147,0.237214839
48.8,-0.625999322,0.236592339
48.9,-0.627140498,0.235971472
49,-0.628281673,0.235352235
49.1,-0.629422849,0.234734622
49.2,-0.630564024,0.234118631
49.3,-0.631827421,0.233438551
49.4,-0.633487312,0.232548042
49.5,-0.635147204,0.23166093
49.6,-0.636807095,0.230777203
49.7,-0.638466987,0.229896846
49.8,-0.640126879,0.229019848
49.9,-0.64178677,0.228146195
50,-0.643446662,0.227275875
50.1,-0.645106553,0.226408875
50.2,-0.646766445,0.225545182
50.3,-0.648426337,0.224684785
50.4,-0.650086228,0.223827669
50.5,-0.65174612,0.222973823
50.6,-0.653406011,0.222123234
50.7,-0.655065903,0.22127589
50.8,-0.656725795,0.220431779
50.9,-0.658385686,0.219590887
51,-0.660045578,0.218753204
51.1,-0.661705469,0.217918716
51.2,-0.663365361,0.217087411
51.3,-0.665025253,0.216259277
51.4,-0.666685144,0.215434303
51.5,-0.668345036,0.214612476
51.6,-0.670004927,0.213793783
51.7,-0.671664819,0.212978214
51.8,-0.673324711,0.212165756
51.9,-0.674984602,0.211356397
52,-0.676644494,0.210550126
52.1,-0.678304385,0.209746931
52.2,-0.679964277,0.208946799
52.3,-0.681624169,0.20814972
52.4,-0.68328406,0.207355682
52.5,-0.684943952,0.206564672
52.6,-0.686080059,0.206025009
52.7,-0.686840842,0.205664416
52.8,-0.687601626,0.205304455
52.9,-0.68836241,0.204945124
53,-0.689123193,0.204586422
53.1,-0.689883977,0.204228347
53.2,-0.690644761,0.2038709
53.3,-0.691405544,0.203514078
53.4,-0.692166328,0.20315788
53.5,-0.692927112,0.202802306
53.6,-0.693687895,0.202447354
53.7,-0.694448679,0.202093023
53.8,-0.695209463,0.201739313
53.9,-0.695970246,0.201386222
54,-0.69673103,0.201033748
54.1,-0.697491813,0.200681892
54.2,-0.698252597,0.200330651
54.3,-0.699013381,0.199980025
54.4,-0.701108647,0.199017539
54.5,-0.703598485,0.197879824
54.6,-0.706088322,0.196748612
54.7,-0.70857816,0.195623867
54.8,-0.711067997,0.194505552
54.9,-0.713557834,0.19339363
55,-0.716047672,0.192288065
55.1,-0.718537509,0.191188819
55.2,-0.721027347,0.190095858
55.3,-0.723517184,0.189009144
55.4,-0.726007021,0.187928643
55.5,-0.728496859,0.186854319
55.6,-0.730986696,0.185786137
55.7,-0.733476534,0.18472406
55.8,-0.735966371,0.183668056
55.9,-0.738456208,0.182618088
56,-0.740243902,0.181867919
56.1,-0.741156843,0.181486012
56.2,-0.742069783,0.181104907
56.3,-0.742982724,0.180724602
56.4,-0.743895664,0.180345095
56.5,-0.744808604,0.179966386
56.6,-0.745721545,0.179588472
56.7,-0.746634485,0.179211351
56.8,-0.747547425,0.178835023
56.9,-0.748460366,0.178459485
57,-0.749373306,0.178084735
57.1,-0.750286247,0.177710772
57.2,-0.751199187,0.177337594
57.3,-0.752112127,0.176965201
57.4,-0.753025068,0.176593589
57.5,-0.754075627,0.176166925
57.6,-0.755216802,0.175704627
57.7,-0.756357978,0.175243542
57.8,-0.757499153,0.174783667
57.9,-0.758640329,0.174324999
58,-0.759781504,0.173867535
58.1,-0.76092268,0.173411271
58.2,-0.762063855,0.172956204
58.3,-0.76320503,0.172502332
58.4,-0.764346206,0.17204965
58.5,-0.765487381,0.171598157
58.6,-0.766628557,0.171147848
