    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
     0.66     2.037     2.509     1.232     0.300     0.445     0.072       19.407
     0.67     2.038     2.511     1.232     0.300     0.445     0.072       19.425
     0.68     2.039     2.514     1.233     0.299     0.445     0.072       19.442
     0.69     2.041     2.517     1.233     0.299     0.445     0.072       19.460
     0.70     2.042     2.519     1.234     0.298     0.446     0.072       19.479
     0.71     2.043     2.522     1.234     0.298     0.446     0.072       19.497
     0.72     2.045     2.525     1.235     0.297     0.446     0.072       19.515
     0.73     2.046     2.527     1.235     0.297     0.446     0.072       19.533
     0.74     2.047     2.530     1.236     0.296     0.447     0.072       19.552
     0.75     2.049     2.533     1.236     0.296     0.447     0.072       19.570
     0.76     2.050     2.535     1.237     0.295     0.447     0.072       19.588
     0.77     2.051     2.538     1.237     0.295     0.448     0.072       19.607
     0.78     2.053     2.541     1.238     0.294     0.448     0.072       19.626
     0.79     2.054     2.544     1.238     0.293     0.448     0.072       19.645
     0.80     2.056     2.546     1.239     0.293     0.448     0.072       19.664
     0.81     2.057     2.549     1.239     0.292     0.449     0.072       19.683
     0.82     2.058     2.552     1.240     0.292     0.449     0.072       19.703
     0.83     2.060     2.555     1.240     0.291     0.449     0.072       19.723
     0.84     2.061     2.558     1.241     0.291     0.450     0.073       19.742
     0.85     2.063     2.561     1.241     0.290     0.450     0.073       19.762
     0.86     2.064     2.564     1.242     0.290     0.450     0.073       19.782
     0.87     2.065     2.567     1.243     0.289     0.451     0.073       19.802
     0.88     2.067     2.570     1.243     0.289     0.451     0.073       19.822
     0.89     2.068     2.573     1.244     0.288     0.451     0.073       19.842
     0.90     2.070     2.576     1.244     0.288     0.452     0.073       19.863
     0.91     2.071     2.579     1.245     0.287     0.452     0.073       19.883
     0.92     2.073     2.582     1.246     0.286     0.452     0.073       19.904
     0.93     2.074     2.585     1.246     0.286     0.453     0.073       19.925
     0.94     2.076     2.588     1.247     0.285     0.453     0.073       19.946
     0.95     2.077     2.591     1.247     0.285     0.453     0.073       19.967
     0.96     2.079     2.594     1.248     0.284     0.454     0.073       19.988
     0.97     2.080     2.597     1.249     0.284     0.454     0.073       20.010
     0.98     2.082     2.600     1.249     0.283     0.454     0.073       20.032
     0.99     2.083     2.604     1.250     0.282     0.455     0.073       20.054
     1.00     2.085     2.607     1.250     0.282     0.455     0.073       20.075
     1.01     2.086     2.610     1.251     0.281     0.455     0.073       20.098
     1.02     2.088     2.613     1.252     0.281     0.456     0.073       20.120
     1.03     2.089     2.617     1.252     0.280     0.456     0.073       20.143
     1.04     2.091     2.620     1.253     0.280     0.456     0.073       20.165
     1.05     2.093     2.623     1.254     0.279     0.457     0.073       20.188
     1.06     2.094     2.627     1.254     0.278     0.457     0.073       20.212
     1.07     2.096     2.630     1.255     0.278     0.458     0.073       20.235
     1.08     2.097     2.634     1.256     0.277     0.458     0.073       20.259
     1.09     2.099     2.637     1.256     0.276     0.458     0.073       20.282
     1.10     2.101     2.641     1.257     0.276     0.459     0.073       20.307
     1.11     2.102     2.644     1.258     0.275     0.459     0.074       20.331
     1.12     2.104     2.648     1.259     0.275     0.460     0.074       20.355
     1.13     2.105     2.651     1.259     0.274     0.460     0.074       20.379
     1.14     2.107     2.655     1.260     0.273     0.460     0.074       20.405
     1.15     2.109     2.658     1.261     0.273     0.461     0.074       20.429
     1.16     2.110     2.662     1.261     0.272     0.461     0.074       20.455
     1.17     2.112     2.666     1.262     0.271     0.462     0.074       20.480
     1.18     2.114     2.670     1.263     0.271     0.462     0.074       20.506
     1.19     2.115     2.673     1.264     0.270     0.463     0.074       20.532
     1.20     2.117     2.677     1.264     0.269     0.463     0.074       20.558
     1.21     2.119     2.681     1.265     0.269     0.463     0.074       20.585
     1.22     2.121     2.685     1.266     0.268     0.464     0.074       20.612
     1.23     2.122     2.689     1.267     0.267     0.464     0.074       20.639
     1.24     2.124     2.693     1.268     0.267     0.465     0.074       20.666
     1.25     2.126     2.696     1.268     0.266     0.465     0.074       20.693
     1.26     2.128     2.700     1.269     0.265     0.466     0.074       20.721
     1.27     2.129     2.704     1.270     0.265     0.466     0.074       20.749
     1.28     2.131     2.708     1.271     0.264     0.467     0.074       20.778
     1.29     2.133     2.712     1.272     0.263     0.467     0.074       20.806
     1.30     2.135     2.716     1.273     0.263     0.468     0.074       20.835
     1.31     2.137     2.721     1.273     0.262     0.468     0.074       20.864
     1.32     2.138     2.725     1.274     0.261     0.469     0.074       20.893
     1.33     2.140     2.729     1.275     0.260     0.469     0.074       20.923
     1.34     2.142     2.733     1.276     0.260     0.470     0.075       20.953
     1.35     2.144     2.737     1.277     0.259     0.470     0.075       20.983
     1.36     2.146     2.742     1.278     0.258     0.471     0.075       21.013
     1.37     2.148     2.746     1.279     0.258     0.471     0.075       21.044
     1.38     2.150     2.750     1.279     0.257     0.472     0.075       21.076
     1.39     2.151     2.754     1.280     0.256     0.472     0.075       21.107
     1.40     2.153     2.759     1.281     0.255     0.473     0.075       21.138
     1.41     2.155     2.763     1.282     0.255     0.473     0.075       21.170
     1.42     2.157     2.768     1.283     0.254     0.474     0.075       21.202
     1.43     2.159     2.772     1.284     0.253     0.474     0.075       21.235
     1.44     2.161     2.777     1.285     0.252     0.475     0.075       21.268
     1.45     2.163     2.781     1.286     0.252     0.475     0.075       21.300
     1.46     2.165     2.786     1.287     0.251     0.476     0.075       21.334
     1.47     2.167     2.790     1.288     0.250     0.477     0.075       21.367
     1.48     2.169     2.795     1.289     0.249     0.477     0.075       21.401
     1.49     2.171     2.800     1.290     0.249     0.478     0.075       21.435
     1.50     2.173     2.804     1.291     0.248     0.478     0.075       21.470
     1.51     2.175     2.809     1.292     0.247     0.479     0.075       21.505
     1.52     2.177     2.814     1.293     0.246     0.480     0.075       21.540
     1.53     2.179     2.819     1.294     0.245     0.480     0.075       21.575
     1.54     2.181     2.824     1.295     0.245     0.481     0.076       21.611
     1.55     2.183     2.828     1.296     0.244     0.481     0.076       21.647
     1.56     2.185     2.833     1.297     0.243     0.482     0.076       21.683
     1.57     2.187     2.838     1.298     0.242     0.483     0.076       21.719
     1.58     2.190     2.843     1.299     0.242     0.483     0.076       21.757
     1.59     2.192     2.848     1.300     0.241     0.484     0.076       21.794
     1.60     2.194     2.853     1.301     0.240     0.484     0.076       21.831
     1.61     2.196     2.858     1.302     0.239     0.485     0.076       21.869
     1.62     2.198     2.863     1.303     0.238     0.486     0.076       21.907
     1.63     2.200     2.869     1.304     0.237     0.486     0.076       21.946
     1.64     2.203     2.874     1.305     0.237     0.487     0.076       21.984
     1.65     2.205     2.879     1.306     0.236     0.488     0.076       22.023
     1.66     2.207     2.884     1.307     0.235     0.488     0.076       22.062
     1.67     2.209     2.889     1.308     0.234     0.489     0.076       22.102
     1.68     2.211     2.895     1.309     0.233     0.490     0.076       22.142
     1.69     2.214     2.900     1.310     0.232     0.490     0.076       22.183
     1.70     2.216     2.906     1.311     0.232     0.491     0.076       22.224
     1.71     2.218     2.911     1.312     0.231     0.492     0.076       22.264
     1.72     2.221     2.917     1.313     0.230     0.492     0.076       22.306
     1.73     2.223     2.922     1.315     0.229     0.493     0.076       22.348
     1.74     2.225     2.928     1.316     0.228     0.494     0.077       22.390
     1.75     2.227     2.933     1.317     0.227     0.495     0.077       22.432
     1.76     2.230     2.939     1.318     0.226     0.495     0.077       22.474
     1.77     2.232     2.944     1.319     0.226     0.496     0.077       22.518
     1.78     2.235     2.950     1.320     0.225     0.497     0.077       22.562
     1.79     2.237     2.956     1.321     0.224     0.497     0.077       22.605
     1.80     2.239     2.962     1.323     0.223     0.498     0.077       22.649
     1.81     2.242     2.968     1.324     0.222     0.499     0.077       22.694
     1.82     2.244     2.973     1.325     0.221     0.500     0.077       22.739
     1.83     2.247     2.979     1.326     0.220     0.500     0.077       22.785
     1.84     2.249     2.985     1.327     0.219     0.501     0.077       22.830
     1.85     2.252     2.991     1.329     0.218     0.502     0.077       22.876
     1.86     2.254     2.997     1.330     0.218     0.503     0.077       22.924
     1.87     2.257     3.004     1.331     0.217     0.504     0.077       22.971
     1.88     2.259     3.010     1.332     0.216     0.504     0.077       23.019
     1.89     2.262     3.016     1.333     0.215     0.505     0.077       23.067
     1.90     2.264     3.022     1.335     0.214     0.506     0.077       23.115
     1.91     2.267     3.029     1.336     0.213     0.507     0.077       23.164
     1.92     2.270     3.035     1.337     0.212     0.508     0.077       23.213
     1.93     2.272     3.041     1.338     0.211     0.508     0.077       23.264
     1.94     2.275     3.048     1.340     0.210     0.509     0.078       23.314
     1.95     2.278     3.054     1.341     0.209     0.510     0.078       23.365
     1.96     2.280     3.061     1.342     0.208     0.511     0.078       23.417
     1.97     2.283     3.068     1.344     0.207     0.512     0.078       23.469
     1.98     2.286     3.074     1.345     0.206     0.513     0.078       23.523
     1.99     2.289     3.081     1.346     0.205     0.514     0.078       23.576
     2.00     2.292     3.088     1.348     0.204     0.515     0.078       23.629
     2.01     2.294     3.095     1.349     0.203     0.516     0.078       23.684
     2.02     2.297     3.102     1.350     0.202     0.516     0.078       23.740
     2.03     2.300     3.109     1.352     0.201     0.517     0.078       23.796
     2.04     2.303     3.116     1.353     0.200     0.518     0.078       23.852
     2.05     2.306     3.123     1.355     0.199     0.519     0.078       23.909
     2.06     2.309     3.131     1.356     0.198     0.520     0.078       23.968
     2.07     2.312     3.138     1.357     0.197     0.521     0.078       24.027
     2.08     2.315     3.146     1.359     0.196     0.522     0.078       24.087
     2.09     2.318     3.153     1.360     0.195     0.523     0.078       24.147
     2.10     2.321     3.161     1.362     0.194     0.524     0.078       24.208
     2.11     2.324     3.168     1.363     0.193     0.525     0.078       24.271
     2.12     2.327     3.176     1.365     0.192     0.526     0.078       24.334
     2.13     2.330     3.184     1.366     0.191     0.528     0.078       24.398
     2.14     2.334     3.192     1.368     0.190     0.529     0.079       24.463
     2.15     2.337     3.200     1.369     0.189     0.530     0.079       24.529
     2.16     2.340     3.208     1.371     0.188     0.531     0.079       24.596
     2.17     2.343     3.216     1.373     0.187     0.532     0.079       24.664
     2.18     2.347     3.225     1.374     0.186     0.533     0.079       24.735
     2.19     2.350     3.233     1.376     0.184     0.534     0.079       24.805
     2.20     2.354     3.242     1.378     0.183     0.536     0.079       24.876
     2.21     2.357     3.251     1.379     0.182     0.537     0.079       24.949
     2.22     2.360     3.259     1.381     0.181     0.538     0.079       25.024
     2.23     2.364     3.268     1.383     0.180     0.539     0.079       25.101
     2.24     2.368     3.278     1.384     0.179     0.541     0.079       25.177
     2.25     2.371     3.287     1.386     0.177     0.542     0.079       25.256
     2.26     2.375     3.296     1.388     0.176     0.543     0.079       25.337
     2.27     2.378     3.306     1.390     0.175     0.545     0.079       25.419
     2.28     2.382     3.315     1.392     0.174     0.546     0.079       25.503
     2.29     2.386     3.325     1.394     0.173     0.548     0.079       25.589
     2.30     2.390     3.335     1.395     0.171     0.549     0.079       25.677
     2.31     2.394     3.345     1.397     0.170     0.550     0.079       25.767
     2.32     2.398     3.356     1.399     0.169     0.552     0.079       25.859
     2.33     2.402     3.366     1.401     0.168     0.554     0.079       25.954
     2.34     2.406     3.377     1.404     0.166     0.555     0.079       26.052
     2.35     2.410     3.388     1.406     0.165     0.557     0.079       26.151
     2.36     2.415     3.399     1.408     0.164     0.559     0.079       26.253
     2.37     2.419     3.411     1.410     0.162     0.560     0.079       26.358
     2.38     2.423     3.422     1.412     0.161     0.562     0.079       26.469
     2.39     2.428     3.434     1.415     0.159     0.564     0.079       26.581
     2.40     2.433     3.447     1.417     0.158     0.566     0.079       26.697
     2.41     2.437     3.459     1.419     0.156     0.568     0.079       26.816
     2.42     2.442     3.472     1.422     0.155     0.570     0.079       26.941
     2.43     2.447     3.485     1.424     0.153     0.572     0.079       27.071
     2.44     2.452     3.499     1.427     0.152     0.574     0.079       27.205
     2.45     2.457     3.513     1.430     0.150     0.577     0.079       27.344
     2.46     2.462     3.527     1.432     0.149     0.579     0.079       27.491
     2.47     2.467     3.542     1.435     0.147     0.581     0.079       27.643
     2.48     2.473     3.557     1.438     0.145     0.584     0.079       27.804
     2.49     2.479     3.573     1.442     0.144     0.587     0.079       27.972
     2.50     2.485     3.590     1.445     0.142     0.590     0.079       28.151
     2.51     2.491     3.607     1.448     0.140     0.593     0.079       28.338
     2.52     2.497     3.625     1.452     0.138     0.596     0.079       28.539
     2.53     2.503     3.644     1.456     0.136     0.599     0.079       28.752
     2.54     2.510     3.664     1.460     0.134     0.603     0.079       28.983
     2.55     2.517     3.685     1.464     0.132     0.607     0.079       29.229
     2.56     2.524     3.706     1.468     0.130     0.611     0.078       29.493
     2.57     2.532     3.729     1.473     0.128     0.615     0.078       29.786
     2.58     2.541     3.757     1.479     0.125     0.621     0.078       30.172
     2.59     2.549     3.783     1.484     0.122     0.626     0.078       30.556
     2.60     2.559     3.811     1.489     0.120     0.631     0.078       30.995
     2.61     2.569     3.841     1.495     0.117     0.637     0.077       31.537
     2.62     2.580     3.873     1.501     0.114     0.643     0.077       32.233
     2.63     2.594     3.909     1.507     0.111     0.650     0.076       33.207
     2.64     2.609     3.943     1.511     0.108     0.657     0.076       34.471
     2.65     2.626     3.975     1.514     0.105     0.662     0.075       36.126
     2.66     2.642     4.003     1.515     0.103     0.665     0.074       37.937
     2.67     2.657     4.025     1.515     0.101     0.667     0.074       39.773
     2.68     2.667     4.040     1.515     0.100     0.669     0.073       41.146
     2.69     2.670     4.045     1.515     0.099     0.669     0.073       41.770
     2.70     2.668     4.042     1.515     0.100     0.669     0.073       41.889
     2.71     2.663     4.037     1.516     0.100     0.669     0.073       41.415
     2.72     2.660     4.034     1.516     0.100     0.669     0.073       41.158
     2.73     2.658     4.034     1.518     0.100     0.670     0.073       40.960
     2.74     2.657     4.036     1.519     0.100     0.671     0.073       40.873
     2.75     2.655     4.036     1.520     0.100     0.672     0.073       40.937
     2.76     2.654     4.035     1.520     0.100     0.672     0.074       40.855
     2.77     2.655     4.035     1.520     0.100     0.671     0.074       41.075
     2.78     2.656     4.038     1.520     0.100     0.672     0.074       41.260
     2.79     2.655     4.039     1.521     0.100     0.673     0.073       41.338
     2.80     2.654     4.038     1.522     0.100     0.673     0.073       41.388
     2.81     2.651     4.036     1.522     0.100     0.673     0.074       41.170
     2.82     2.651     4.034     1.522     0.100     0.673     0.074       41.235
     2.83     2.650     4.036     1.523     0.100     0.674     0.074       41.299
     2.84     2.650     4.038     1.524     0.100     0.675     0.074       41.325
     2.85     2.649     4.037     1.524     0.100     0.675     0.074       41.386
     2.86     2.646     4.035     1.525     0.100     0.675     0.074       41.217
     2.87     2.646     4.034     1.525     0.100     0.674     0.074       41.336
     2.88     2.646     4.037     1.525     0.100     0.675     0.074       41.441
     2.89     2.646     4.039     1.526     0.100     0.676     0.074       41.488
     2.90     2.644     4.038     1.527     0.100     0.676     0.074       41.545
     2.91     2.642     4.036     1.527     0.100     0.676     0.074       41.359
     2.92     2.642     4.034     1.527     0.100     0.676     0.074       41.459
     2.93     2.642     4.037     1.528     0.100     0.677     0.074       41.552
     2.94     2.641     4.038     1.529     0.100     0.678     0.074       41.592
     2.95     2.640     4.037     1.529     0.100     0.678     0.074       41.652
     2.96     2.638     4.036     1.530     0.100     0.678     0.074       41.471
     2.97     2.637     4.034     1.530     0.100     0.678     0.074       41.579
     2.98     2.637     4.037     1.531     0.100     0.678     0.074       41.677
     2.99     2.637     4.038     1.532     0.100     0.679     0.074       41.721
     3.00     2.635     4.038     1.532     0.100     0.680     0.074       41.779
     3.01     2.633     4.036     1.533     0.100     0.680     0.074       41.597
     3.02     2.633     4.034     1.532     0.100     0.679     0.074       41.704
     3.03     2.633     4.037     1.533     0.100     0.680     0.074       41.801
     3.04     2.632     4.039     1.534     0.100     0.681     0.074       41.843
     3.05     2.631     4.038     1.535     0.100     0.681     0.074       41.903
     3.06     2.629     4.036     1.535     0.100     0.681     0.074       41.722
     3.07     2.628     4.034     1.535     0.100     0.681     0.074       41.830
     3.08     2.629     4.037     1.536     0.100     0.682     0.074       41.926
     3.09     2.628     4.039     1.537     0.100     0.682     0.074       41.970
     3.10     2.626     4.037     1.537     0.100     0.683     0.074       42.031
     3.11     2.624     4.035     1.538     0.100     0.683     0.074       41.849
     3.12     2.624     4.034     1.538     0.100     0.682     0.074       41.956
     3.13     2.624     4.037     1.538     0.100     0.683     0.074       42.054
     3.14     2.623     4.038     1.539     0.100     0.684     0.074       42.098
     3.15     2.622     4.037     1.540     0.100     0.684     0.074       42.160
     3.16     2.620     4.036     1.540     0.100     0.684     0.074       41.977
     3.17     2.619     4.034     1.540     0.100     0.684     0.074       42.087
     3.18     2.619     4.037     1.541     0.100     0.685     0.074       42.186
     3.19     2.619     4.038     1.542     0.100     0.686     0.074       42.231
     3.20     2.617     4.038     1.543     0.100     0.686     0.074       42.292
     3.21     2.615     4.036     1.543     0.100     0.686     0.074       42.109
     3.22     2.615     4.034     1.543     0.100     0.686     0.074       42.219
     3.23     2.615     4.037     1.544     0.100     0.686     0.074       42.319
     3.24     2.614     4.039     1.545     0.100     0.687     0.074       42.363
     3.25     2.613     4.038     1.545     0.100     0.688     0.074       42.426
     3.26     2.611     4.036     1.546     0.100     0.688     0.074       42.243
     3.27     2.610     4.034     1.546     0.100     0.687     0.074       42.355
     3.28     2.610     4.037     1.546     0.100     0.688     0.074       42.454
     3.29     2.610     4.039     1.548     0.100     0.689     0.074       42.500
     3.30     2.608     4.037     1.548     0.100     0.689     0.074       42.563
     3.31     2.606     4.035     1.549     0.100     0.689     0.074       42.380
     3.32     2.606     4.034     1.548     0.100     0.689     0.074       42.489
     3.33     2.606     4.037     1.549     0.100     0.690     0.074       42.591
     3.34     2.605     4.039     1.550     0.100     0.691     0.074       42.637
     3.35     2.604     4.037     1.551     0.100     0.691     0.074       42.701
     3.36     2.601     4.036     1.551     0.100     0.691     0.074       42.516
     3.37     2.601     4.034     1.551     0.100     0.691     0.075       42.628
     3.38     2.601     4.037     1.552     0.100     0.692     0.075       42.730
     3.39     2.600     4.038     1.553     0.100     0.693     0.074       42.777
     3.40     2.599     4.038     1.553     0.100     0.693     0.074       42.840
     3.41     2.597     4.036     1.554     0.100     0.693     0.075       42.657
     3.42     2.596     4.034     1.554     0.100     0.692     0.075       42.770
     3.43     2.596     4.037     1.555     0.100     0.693     0.075       42.873
     3.44     2.596     4.039     1.556     0.100     0.694     0.075       42.918
     3.45     2.594     4.038     1.556     0.100     0.695     0.074       42.984
     3.46     2.592     4.036     1.557     0.100     0.695     0.075       42.799
     3.47     2.592     4.034     1.557     0.100     0.694     0.075       42.914
     3.48     2.592     4.037     1.558     0.100     0.695     0.075       43.016
     3.49     2.591     4.039     1.559     0.100     0.696     0.075       43.063
     3.50     2.590     4.038     1.559     0.100     0.696     0.075       43.129
     3.51     2.587     4.035     1.560     0.100     0.696     0.075       42.945
     3.52     2.587     4.034     1.560     0.100     0.696     0.075       43.059
     3.53     2.587     4.037     1.560     0.100     0.697     0.075       43.163
     3.54     2.586     4.039     1.562     0.100     0.698     0.075       43.211
     3.55     2.585     4.037     1.562     0.100     0.698     0.075       43.278
     3.56     2.583     4.036     1.563     0.100     0.698     0.075       43.090
     3.57     2.582     4.034     1.562     0.100     0.698     0.075       43.206
     3.58     2.582     4.037     1.563     0.100     0.699     0.075       43.311
     3.59     2.581     4.039     1.564     0.100     0.700     0.075       43.360
     3.60     2.580     4.038     1.565     0.100     0.700     0.075       43.425
     3.61     2.578     4.036     1.566     0.100     0.700     0.075       43.240
     3.62     2.577     4.034     1.565     0.100     0.700     0.075       43.357
     3.63     2.577     4.037     1.566     0.100     0.700     0.075       43.463
     3.64     2.577     4.039     1.567     0.100     0.701     0.075       43.510
     3.65     2.575     4.038     1.568     0.100     0.702     0.075       43.578
     3.66     2.573     4.035     1.568     0.100     0.702     0.075       43.392
     3.67     2.572     4.034     1.568     0.100     0.701     0.075       43.510
     3.68     2.572     4.037     1.569     0.100     0.702     0.075       43.615
     3.69     2.572     4.039     1.570     0.100     0.703     0.075       43.665
     3.70     2.570     4.038     1.571     0.100     0.704     0.075       43.733
     3.71     2.568     4.035     1.571     0.100     0.704     0.075       43.547
     3.72     2.568     4.034     1.571     0.100     0.703     0.075       43.664
     3.73     2.568     4.037     1.572     0.100     0.704     0.075       43.772
     3.74     2.567     4.039     1.573     0.100     0.705     0.075       43.822
     3.75     2.565     4.037     1.574     0.100     0.706     0.075       43.891
     3.76     2.563     4.036     1.574     0.100     0.706     0.075       43.703
     3.77     2.563     4.034     1.574     0.100     0.705     0.075       43.823
     3.78     2.563     4.037     1.575     0.100     0.706     0.075       43.931
     3.79     2.562     4.039     1.576     0.100     0.707     0.075       43.982
     3.80     2.561     4.038     1.577     0.100     0.707     0.075       44.049
     3.81     2.558     4.036     1.578     0.100     0.707     0.075       43.862
     3.82     2.558     4.034     1.577     0.100     0.707     0.075       43.981
     3.83     2.558     4.037     1.578     0.100     0.708     0.075       44.090
     3.84     2.557     4.039     1.579     0.100     0.709     0.075       44.140
     3.85     2.556     4.038     1.580     0.100     0.709     0.075       44.211
     3.86     2.553     4.035     1.581     0.100     0.709     0.075       44.024
     3.87     2.553     4.034     1.580     0.100     0.709     0.075       44.145
     3.88     2.553     4.037     1.581     0.100     0.710     0.075       44.254
     3.89     2.552     4.039     1.583     0.100     0.711     0.075       44.306
     3.90     2.550     4.038     1.583     0.100     0.711     0.075       44.377
     3.91     2.548     4.035     1.584     0.100     0.711     0.075       44.189
     3.92     2.548     4.034     1.584     0.100     0.711     0.075       44.309
     3.93     2.548     4.037     1.585     0.100     0.712     0.075       44.420
     3.94     2.547     4.039     1.586     0.100     0.713     0.075       44.472
     3.95     2.545     4.037     1.586     0.100     0.713     0.075       44.545
     3.96     2.543     4.036     1.587     0.100     0.713     0.075       44.355
     3.97     2.543     4.034     1.587     0.100     0.713     0.075       44.478
     3.98     2.543     4.037     1.588     0.100     0.714     0.075       44.590
     3.99     2.542     4.039     1.589     0.100     0.715     0.075       44.643
     4.00     2.540     4.038     1.589     0.100     0.715     0.075       44.714
     4.01     2.538     4.035     1.590     0.100     0.715     0.076       44.525
     4.02     2.537     4.034     1.590     0.100     0.715     0.076       44.649
     4.03     2.537     4.037     1.591     0.100     0.716     0.076       44.762
     4.04     2.537     4.039     1.592     0.100     0.717     0.075       44.813
     4.05     2.535     4.038     1.593     0.100     0.717     0.075       44.886
     4.06     2.533     4.035     1.593     0.100     0.717     0.076       44.697
     4.07     2.532     4.034     1.593     0.100     0.717     0.076       44.821
     4.08     2.532     4.037     1.594     0.100     0.718     0.076       44.933
     4.09     2.531     4.039     1.595     0.100     0.719     0.076       44.987
     4.10     2.530     4.038     1.596     0.100     0.719     0.076       45.061
     4.11     2.527     4.035     1.597     0.100     0.719     0.076       44.872
     4.12     2.527     4.034     1.596     0.100     0.719     0.076       44.996
     4.13     2.527     4.037     1.597     0.100     0.720     0.076       45.110
     4.14     2.526     4.039     1.599     0.100     0.721     0.076       45.165
     4.15     2.525     4.038     1.599     0.100     0.721     0.076       45.240
     4.16     2.522     4.036     1.600     0.100     0.722     0.076       45.048
     4.17     2.522     4.034     1.600     0.100     0.721     0.076       45.176
     4.18     2.522     4.037     1.601     0.100     0.722     0.076       45.291
     4.19     2.521     4.039     1.602     0.100     0.723     0.076       45.347
     4.20     2.520     4.038     1.603     0.100     0.724     0.076       45.421
