    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
     0.00     2.464     3.561     1.445     0.145     0.588     0.079       28.134
     0.01     2.470     3.577     1.448     0.143     0.591     0.079       28.304
     0.02     2.475     3.593     1.452     0.142     0.594     0.079       28.484
     0.03     2.481     3.610     1.455     0.140     0.597     0.079       28.673
     0.04     2.488     3.628     1.459     0.138     0.601     0.079       28.876
     0.05     2.494     3.647     1.462     0.136     0.604     0.079       29.092
     0.06     2.501     3.668     1.467     0.134     0.608     0.079       29.330
     0.07     2.508     3.689     1.471     0.132     0.612     0.079       29.573
     0.08     2.515     3.710     1.475     0.129     0.616     0.078       29.838
     0.09     2.522     3.733     1.480     0.127     0.620     0.078       30.125
     0.10     2.530     3.757     1.485     0.125     0.625     0.078       30.436
     0.11     2.538     3.783     1.490     0.122     0.630     0.078       30.782
     0.12     2.547     3.808     1.495     0.120     0.635     0.078       31.133
     0.13     2.556     3.836     1.501     0.117     0.640     0.077       31.561
     0.14     2.565     3.864     1.506     0.115     0.646     0.077       32.025
     0.15     2.575     3.895     1.512     0.112     0.652     0.077       32.601
     0.16     2.587     3.926     1.518     0.109     0.659     0.076       33.482
     0.17     2.601     3.963     1.524     0.106     0.666     0.076       34.479
     0.18     2.615     3.995     1.528     0.103     0.672     0.075       35.815
     0.19     2.631     4.023     1.529     0.101     0.676     0.074       37.788
     0.20     2.648     4.037     1.524     0.100     0.676     0.073       40.543
     0.21     2.663     4.035     1.515     0.100     0.671     0.072       43.721
     0.22     2.678     4.030     1.505     0.100     0.665     0.072       46.979
     0.23     2.683     4.022     1.499     0.101     0.661     0.072       48.771
     0.24     2.689     4.028     1.498     0.101     0.661     0.072       49.829
     0.25     2.681     4.025     1.501     0.101     0.662     0.072       48.636
     0.26     2.674     4.035     1.509     0.100     0.667     0.072       46.661
     0.27     2.662     4.060     1.525     0.098     0.678     0.073       43.018
     0.28     2.652     4.100     1.546     0.095     0.692     0.074       38.571
     0.29     2.643     4.085     1.545     0.096     0.686     0.075       35.758
     0.30     2.636     4.032     1.529     0.100     0.672     0.076       35.752
     0.31     2.635     4.021     1.526     0.101     0.670     0.076       37.063
     0.32     2.635     4.019     1.525     0.101     0.670     0.075       38.627
     0.33     2.638     4.021     1.525     0.101     0.672     0.075       39.974
     0.34     2.642     4.027     1.524     0.101     0.674     0.074       41.486
     0.35     2.646     4.030     1.523     0.101     0.674     0.073       42.793
     0.36     2.651     4.028     1.519     0.101     0.672     0.073       44.113
     0.37     2.655     4.030     1.518     0.101     0.672     0.073       44.982
     0.38     2.653     4.036     1.521     0.100     0.674     0.073       44.679
     0.39     2.654     4.036     1.521     0.100     0.672     0.074       44.390
     0.40     2.646     4.021     1.520     0.101     0.670     0.074       43.492
     0.41     2.642     4.030     1.525     0.101     0.674     0.074       42.564
     0.42     2.637     4.052     1.537     0.099     0.683     0.074       40.691
     0.43     2.633     4.085     1.551     0.096     0.694     0.074       38.507
     0.44     2.633     4.080     1.550     0.097     0.691     0.075       37.699
     0.45     2.634     4.047     1.537     0.099     0.681     0.075       39.073
     0.46     2.638     4.032     1.528     0.100     0.676     0.074       41.415
     0.47     2.643     4.020     1.521     0.101     0.671     0.074       43.936
     0.48     2.644     4.010     1.517     0.102     0.669     0.074       45.418
     0.49     2.645     4.012     1.517     0.102     0.669     0.073       46.414
     0.50     2.640     4.013     1.520     0.102     0.671     0.073       45.808
     0.51     2.636     4.023     1.526     0.101     0.675     0.074       44.724
     0.52     2.631     4.046     1.538     0.099     0.684     0.074       42.435
     0.53     2.625     4.079     1.554     0.097     0.696     0.074       39.531
     0.54     2.622     4.073     1.553     0.097     0.692     0.075       37.953
     0.55     2.619     4.035     1.541     0.100     0.681     0.075       38.480
     0.56     2.620     4.026     1.536     0.101     0.679     0.075       40.013
     0.57     2.623     4.023     1.534     0.101     0.678     0.075       41.632
     0.58     2.624     4.025     1.534     0.101     0.679     0.074       42.672
     0.59     2.627     4.029     1.533     0.101     0.680     0.074       43.750
     0.60     2.628     4.027     1.532     0.101     0.680     0.074       44.309
     0.61     2.629     4.028     1.532     0.101     0.680     0.074       44.795
     0.62     2.629     4.036     1.535     0.100     0.683     0.074       44.582
     0.63     2.626     4.052     1.543     0.099     0.688     0.074       43.407
     0.64     2.625     4.048     1.542     0.099     0.686     0.074       42.736
     0.65     2.619     4.024     1.537     0.101     0.680     0.075       42.437
     0.66     2.617     4.025     1.538     0.101     0.681     0.075       42.457
     0.67     2.614     4.035     1.544     0.100     0.686     0.075       41.886
     0.68     2.611     4.055     1.553     0.099     0.693     0.075       40.793
     0.69     2.611     4.053     1.552     0.099     0.691     0.075       40.482
     0.70     2.610     4.032     1.545     0.100     0.685     0.075       41.179
     0.71     2.612     4.027     1.542     0.101     0.684     0.075       42.425
     0.72     2.614     4.028     1.541     0.101     0.684     0.074       43.458
     0.73     2.614     4.035     1.544     0.100     0.687     0.074       43.708
     0.74     2.616     4.036     1.543     0.100     0.686     0.074       44.131
     0.75     2.613     4.026     1.540     0.101     0.684     0.074       44.265
     0.76     2.613     4.027     1.542     0.101     0.685     0.074       44.439
     0.77     2.611     4.038     1.547     0.100     0.689     0.074       43.895
     0.78     2.608     4.057     1.556     0.098     0.696     0.074       42.572
     0.79     2.607     4.053     1.555     0.099     0.694     0.075       41.947
     0.80     2.603     4.029     1.548     0.101     0.687     0.075       42.109
     0.81     2.603     4.026     1.547     0.101     0.687     0.075       42.742
     0.82     2.602     4.031     1.549     0.100     0.689     0.075       42.980
     0.83     2.600     4.044     1.555     0.099     0.694     0.075       42.560
     0.84     2.601     4.043     1.555     0.099     0.693     0.075       42.610
     0.85     2.599     4.028     1.550     0.101     0.689     0.075       43.008
     0.86     2.600     4.026     1.549     0.101     0.689     0.075       43.700
     0.87     2.600     4.033     1.551     0.100     0.691     0.074       43.924
     0.88     2.598     4.046     1.557     0.099     0.696     0.074       43.382
     0.89     2.599     4.045     1.557     0.099     0.695     0.075       43.302
     0.90     2.596     4.028     1.551     0.101     0.690     0.075       43.517
     0.91     2.596     4.027     1.551     0.101     0.690     0.075       44.006
     0.92     2.595     4.035     1.555     0.100     0.693     0.074       43.954
     0.93     2.593     4.050     1.562     0.099     0.699     0.075       43.156
     0.94     2.593     4.048     1.561     0.099     0.697     0.075       42.912
     0.95     2.590     4.028     1.555     0.101     0.692     0.075       43.160
     0.96     2.590     4.026     1.555     0.101     0.692     0.075       43.762
     0.97     2.589     4.033     1.558     0.100     0.695     0.075       43.892
     0.98     2.587     4.047     1.564     0.099     0.700     0.075       43.298
     0.99     2.587     4.045     1.563     0.099     0.699     0.075       43.208
     1.00     2.585     4.028     1.558     0.101     0.694     0.075       43.510
     1.01     2.585     4.026     1.558     0.101     0.694     0.075       44.127
     1.02     2.585     4.033     1.560     0.100     0.697     0.075       44.252
     1.03     2.583     4.047     1.567     0.099     0.702     0.075       43.624
     1.04     2.583     4.046     1.566     0.099     0.701     0.075       43.501
     1.05     2.581     4.028     1.561     0.101     0.696     0.075       43.761
     1.06     2.581     4.027     1.560     0.101     0.696     0.075       44.334
     1.07     2.580     4.034     1.563     0.100     0.699     0.075       44.395
     1.08     2.578     4.048     1.570     0.099     0.704     0.075       43.703
     1.09     2.578     4.047     1.570     0.099     0.703     0.075       43.540
     1.10     2.575     4.028     1.564     0.101     0.698     0.075       43.805
     1.11     2.575     4.026     1.564     0.101     0.698     0.075       44.402
     1.12     2.575     4.033     1.566     0.100     0.701     0.075       44.499
     1.13     2.573     4.048     1.573     0.099     0.706     0.075       43.849
     1.14     2.573     4.046     1.573     0.099     0.705     0.075       43.719
     1.15     2.570     4.028     1.567     0.101     0.700     0.075       44.002
     1.16     2.570     4.026     1.567     0.101     0.700     0.075       44.610
     1.17     2.570     4.034     1.569     0.100     0.703     0.075       44.716
     1.18     2.568     4.048     1.576     0.099     0.708     0.075       44.063
     1.19     2.568     4.046     1.576     0.099     0.707     0.075       43.932
     1.20     2.566     4.028     1.570     0.101     0.702     0.075       44.209
     1.21     2.565     4.026     1.570     0.101     0.702     0.075       44.811
     1.22     2.565     4.034     1.573     0.100     0.705     0.075       44.902
     1.23     2.563     4.048     1.579     0.099     0.710     0.075       44.229
     1.24     2.563     4.046     1.579     0.099     0.709     0.075       44.081
     1.25     2.560     4.028     1.573     0.101     0.704     0.075       44.352
     1.26     2.560     4.026     1.573     0.101     0.704     0.075       44.951
     1.27     2.560     4.034     1.576     0.100     0.707     0.075       45.038
     1.28     2.558     4.048     1.583     0.099     0.712     0.075       44.363
     1.29     2.558     4.047     1.582     0.099     0.711     0.075       44.223
     1.30     2.555     4.028     1.576     0.101     0.706     0.075       44.513
     1.31     2.555     4.026     1.576     0.101     0.706     0.075       45.138
     1.32     2.555     4.033     1.579     0.100     0.709     0.075       45.252
     1.33     2.553     4.048     1.586     0.099     0.714     0.075       44.595
     1.34     2.553     4.046     1.585     0.099     0.713     0.075       44.463
     1.35     2.550     4.028     1.579     0.101     0.708     0.076       44.739
     1.36     2.550     4.026     1.579     0.101     0.708     0.075       45.342
     1.37     2.550     4.034     1.582     0.100     0.711     0.075       45.422
     1.38     2.548     4.048     1.589     0.099     0.716     0.075       44.729
     1.39     2.548     4.047     1.588     0.099     0.715     0.076       44.577
     1.40     2.545     4.028     1.583     0.101     0.710     0.076       44.863
     1.41     2.545     4.026     1.582     0.101     0.710     0.075       45.487
     1.42     2.544     4.034     1.585     0.100     0.713     0.075       45.596
     1.43     2.542     4.048     1.592     0.099     0.718     0.075       44.927
     1.44     2.542     4.046     1.592     0.099     0.717     0.076       44.794
     1.45     2.540     4.028     1.586     0.101     0.712     0.076       45.083
     1.46     2.540     4.026     1.585     0.101     0.712     0.075       45.707
     1.47     2.539     4.034     1.589     0.100     0.715     0.075       45.806
     1.48     2.537     4.048     1.596     0.099     0.720     0.075       45.121
     1.49     2.537     4.047     1.595     0.099     0.719     0.076       44.976
     1.50     2.534     4.028     1.589     0.101     0.714     0.076       45.261
     1.51     2.534     4.026     1.589     0.101     0.714     0.076       45.883
     1.52     2.534     4.034     1.592     0.100     0.717     0.075       45.977
     1.53     2.532     4.048     1.599     0.099     0.722     0.075       45.285
     1.54     2.532     4.047     1.598     0.099     0.721     0.076       45.140
     1.55     2.529     4.028     1.593     0.101     0.716     0.076       45.434
     1.56     2.529     4.026     1.592     0.101     0.716     0.076       46.070
     1.57     2.529     4.034     1.595     0.100     0.719     0.075       46.179
     1.58     2.527     4.048     1.602     0.099     0.724     0.075       45.494
     1.59     2.527     4.047     1.602     0.099     0.723     0.076       45.354
     1.60     2.524     4.027     1.596     0.101     0.718     0.076       45.646
     1.61     2.524     4.026     1.595     0.101     0.718     0.076       46.277
     1.62     2.523     4.034     1.599     0.100     0.721     0.075       46.375
     1.63     2.521     4.048     1.606     0.099     0.727     0.076       45.675
     1.64     2.521     4.047     1.605     0.099     0.725     0.076       45.529
     1.65     2.518     4.028     1.599     0.101     0.720     0.076       45.827
     1.66     2.518     4.026     1.599     0.101     0.720     0.076       46.471
     1.67     2.518     4.034     1.602     0.100     0.723     0.076       46.579
     1.68     2.516     4.048     1.609     0.099     0.729     0.076       45.884
     1.69     2.516     4.047     1.608     0.099     0.727     0.076       45.741
     1.70     2.513     4.027     1.603     0.101     0.722     0.076       46.036
     1.71     2.513     4.026     1.602     0.101     0.722     0.076       46.675
     1.72     2.512     4.034     1.605     0.100     0.726     0.076       46.772
     1.73     2.510     4.049     1.613     0.099     0.731     0.076       46.063
     1.74     2.510     4.047     1.612     0.099     0.730     0.076       45.917
     1.75     2.508     4.028     1.606     0.101     0.725     0.076       46.222
     1.76     2.507     4.026     1.606     0.101     0.725     0.076       46.877
     1.77     2.507     4.033     1.609     0.100     0.728     0.076       46.991
     1.78     2.505     4.048     1.616     0.099     0.733     0.076       46.292
     1.79     2.505     4.047     1.615     0.099     0.732     0.076       46.153
     1.80     2.502     4.027     1.610     0.101     0.727     0.076       46.455
     1.81     2.502     4.026     1.609     0.101     0.727     0.076       47.104
     1.82     2.502     4.034     1.612     0.100     0.730     0.076       47.204
     1.83     2.499     4.049     1.620     0.099     0.736     0.076       46.484
     1.84     2.499     4.047     1.619     0.099     0.734     0.076       46.332
     1.85     2.497     4.027     1.613     0.101     0.729     0.076       46.635
     1.86     2.496     4.026     1.613     0.101     0.729     0.076       47.291
     1.87     2.496     4.033     1.616     0.100     0.732     0.076       47.398
     1.88     2.494     4.049     1.623     0.099     0.738     0.076       46.684
     1.89     2.494     4.047     1.623     0.099     0.737     0.076       46.541
     1.90     2.491     4.027     1.617     0.101     0.731     0.076       46.857
     1.91     2.491     4.026     1.616     0.101     0.732     0.076       47.528
     1.92     2.491     4.033     1.620     0.100     0.735     0.076       47.647
     1.93     2.488     4.048     1.627     0.099     0.740     0.076       46.933
     1.94     2.488     4.047     1.626     0.099     0.739     0.076       46.789
     1.95     2.485     4.027     1.620     0.101     0.734     0.076       47.095
     1.96     2.485     4.026     1.620     0.101     0.734     0.076       47.753
     1.97     2.485     4.033     1.623     0.100     0.737     0.076       47.849
     1.98     2.483     4.049     1.631     0.099     0.743     0.076       47.110
     1.99     2.483     4.047     1.630     0.099     0.742     0.076       46.955
     2.00     2.480     4.027     1.624     0.101     0.736     0.076       47.272
     2.01     2.480     4.026     1.624     0.101     0.736     0.076       47.952
     2.02     2.479     4.033     1.627     0.100     0.739     0.076       48.074
     2.03     2.477     4.049     1.635     0.099     0.745     0.076       47.354
     2.04     2.477     4.047     1.634     0.099     0.744     0.076       47.214
     2.05     2.474     4.027     1.628     0.101     0.738     0.076       47.533
     2.06     2.474     4.026     1.627     0.101     0.739     0.076       48.213
     2.07     2.473     4.033     1.631     0.100     0.742     0.076       48.324
     2.08     2.471     4.049     1.638     0.099     0.748     0.076       47.583
     2.09     2.471     4.047     1.638     0.099     0.746     0.076       47.429
     2.10     2.468     4.027     1.632     0.101     0.741     0.077       47.745
     2.11     2.468     4.026     1.631     0.101     0.741     0.076       48.424
     2.12     2.468     4.033     1.635     0.100     0.744     0.076       48.530
     2.13     2.465     4.049     1.642     0.099     0.750     0.076       47.785
     2.14     2.465     4.047     1.642     0.099     0.749     0.077       47.633
     2.15     2.463     4.027     1.635     0.101     0.743     0.077       47.961
     2.16     2.462     4.026     1.635     0.101     0.744     0.076       48.657
     2.17     2.462     4.033     1.638     0.100     0.747     0.076       48.781
     2.18     2.460     4.049     1.646     0.099     0.753     0.076       48.043
     2.19     2.460     4.047     1.645     0.099     0.751     0.077       47.897
     2.20     2.457     4.027     1.639     0.101     0.746     0.077       48.220
     2.21     2.457     4.026     1.639     0.101     0.746     0.076       48.910
     2.22     2.456     4.033     1.642     0.100     0.749     0.076       49.016
     2.23     2.454     4.049     1.650     0.099     0.755     0.076       48.256
     2.24     2.454     4.047     1.649     0.099     0.754     0.077       48.099
     2.25     2.451     4.027     1.643     0.101     0.748     0.077       48.432
     2.26     2.451     4.026     1.643     0.101     0.749     0.076       49.139
     2.27     2.450     4.033     1.646     0.100     0.752     0.076       49.264
     2.28     2.448     4.049     1.654     0.099     0.758     0.076       48.514
     2.29     2.448     4.047     1.653     0.099     0.756     0.077       48.364
     2.30     2.445     4.027     1.647     0.101     0.751     0.077       48.692
     2.31     2.445     4.025     1.646     0.101     0.751     0.077       49.392
     2.32     2.444     4.033     1.650     0.100     0.754     0.076       49.500
     2.33     2.442     4.049     1.658     0.099     0.761     0.076       48.725
     2.34     2.442     4.047     1.657     0.099     0.759     0.077       48.562
     2.35     2.439     4.027     1.651     0.101     0.753     0.077       48.892
     2.36     2.439     4.025     1.651     0.101     0.754     0.077       49.600
     2.37     2.438     4.033     1.654     0.100     0.757     0.076       49.716
     2.38     2.436     4.049     1.662     0.099     0.763     0.076       48.950
     2.39     2.436     4.048     1.662     0.099     0.762     0.077       48.801
     2.40     2.433     4.027     1.655     0.101     0.756     0.077       49.152
     2.41     2.433     4.025     1.654     0.101     0.756     0.077       49.887
     2.42     2.433     4.033     1.658     0.100     0.760     0.076       50.028
     2.43     2.430     4.049     1.666     0.099     0.766     0.076       49.269
     2.44     2.430     4.047     1.665     0.099     0.764     0.077       49.119
     2.45     2.427     4.027     1.659     0.101     0.758     0.077       49.449
     2.46     2.427     4.025     1.658     0.101     0.759     0.077       50.153
     2.47     2.427     4.033     1.662     0.100     0.762     0.077       50.246
     2.48     2.424     4.050     1.671     0.099     0.769     0.077       49.434
     2.49     2.424     4.048     1.670     0.099     0.767     0.077       49.252
     2.50     2.421     4.027     1.663     0.101     0.761     0.077       49.586
     2.51     2.421     4.025     1.663     0.101     0.761     0.077       50.313
     2.52     2.420     4.033     1.666     0.100     0.765     0.077       50.436
     2.53     2.418     4.050     1.675     0.099     0.771     0.077       49.659
     2.54     2.418     4.048     1.674     0.099     0.770     0.077       49.512
     2.55     2.415     4.027     1.667     0.101     0.764     0.077       49.879
     2.56     2.415     4.025     1.667     0.101     0.764     0.077       50.636
     2.57     2.415     4.033     1.670     0.100     0.768     0.077       50.787
     2.58     2.412     4.049     1.679     0.099     0.774     0.077       50.015
     2.59     2.412     4.047     1.678     0.099     0.772     0.077       49.864
     2.60     2.409     4.026     1.671     0.101     0.767     0.077       50.199
     2.61     2.409     4.025     1.671     0.101     0.767     0.077       50.915
     2.62     2.408     4.033     1.675     0.100     0.770     0.077       51.001
     2.63     2.406     4.050     1.683     0.099     0.777     0.077       50.164
     2.64     2.406     4.048     1.683     0.099     0.775     0.077       49.972
     2.65     2.403     4.027     1.676     0.101     0.769     0.077       50.317
     2.66     2.402     4.025     1.675     0.101     0.770     0.077       51.067
     2.67     2.402     4.033     1.679     0.100     0.773     0.077       51.201
     2.68     2.400     4.050     1.688     0.099     0.780     0.077       50.414
     2.69     2.400     4.048     1.687     0.099     0.778     0.077       50.271
     2.70     2.397     4.027     1.680     0.101     0.772     0.077       50.653
     2.71     2.396     4.025     1.680     0.101     0.772     0.077       51.432
     2.72     2.396     4.033     1.683     0.100     0.776     0.077       51.587
     2.73     2.394     4.049     1.692     0.099     0.782     0.077       50.794
     2.74     2.394     4.047     1.691     0.099     0.781     0.077       50.632
     2.75     2.390     4.026     1.684     0.101     0.775     0.077       50.961
     2.76     2.390     4.025     1.684     0.101     0.775     0.077       51.677
     2.77     2.389     4.033     1.688     0.100     0.779     0.077       51.745
     2.78     2.387     4.051     1.697     0.099     0.786     0.077       50.875
     2.79     2.387     4.048     1.696     0.099     0.784     0.077       50.676
     2.80     2.383     4.027     1.689     0.101     0.778     0.077       51.046
     2.81     2.383     4.025     1.689     0.101     0.778     0.077       51.839
     2.82     2.383     4.033     1.693     0.100     0.782     0.077       52.011
     2.83     2.380     4.050     1.701     0.099     0.789     0.077       51.238
     2.84     2.380     4.048     1.701     0.099     0.787     0.077       51.113
     2.85     2.377     4.026     1.694     0.101     0.781     0.077       51.501
     2.86     2.377     4.025     1.693     0.101     0.781     0.077       52.286
     2.87     2.376     4.033     1.697     0.100     0.785     0.077       52.424
     2.88     2.374     4.050     1.706     0.099     0.792     0.077       51.591
     2.89     2.374     4.048     1.705     0.099     0.790     0.077       51.411
     2.90     2.370     4.026     1.699     0.101     0.784     0.078       51.754
     2.91     2.370     4.025     1.698     0.101     0.785     0.077       52.500
     2.92     2.369     4.033     1.703     0.100     0.788     0.077       52.587
     2.93     2.366     4.051     1.712     0.099     0.796     0.077       51.717
     2.94     2.366     4.049     1.711     0.099     0.794     0.077       51.535
     2.95     2.363     4.026     1.704     0.101     0.788     0.078       51.938
     2.96     2.363     4.025     1.703     0.101     0.788     0.077       52.770
     2.97     2.362     4.033     1.707     0.100     0.791     0.077       52.966
     2.98     2.360     4.050     1.716     0.099     0.798     0.077       52.183
     2.99     2.360     4.048     1.715     0.099     0.797     0.077       52.054
     3.00     2.356     4.026     1.708     0.101     0.791     0.078       52.430
     3.01     2.356     4.025     1.708     0.101     0.791     0.077       53.206
     3.02     2.356     4.033     1.712     0.100     0.795     0.077       53.307
     3.03     2.353     4.051     1.722     0.099     0.802     0.077       52.417
     3.04     2.353     4.049     1.721     0.099     0.800     0.078       52.218
     3.05     2.349     4.026     1.714     0.101     0.794     0.078       52.592
     3.06     2.349     4.024     1.713     0.101     0.794     0.077       53.396
     3.07     2.348     4.033     1.717     0.100     0.798     0.077       53.536
     3.08     2.346     4.050     1.727     0.099     0.805     0.077       52.685
     3.09     2.346     4.048     1.726     0.099     0.804     0.078       52.524
     3.10     2.342     4.026     1.719     0.101     0.797     0.078       52.925
     3.11     2.342     4.024     1.718     0.101     0.798     0.077       53.751
     3.12     2.342     4.033     1.722     0.100     0.801     0.077       53.905
     3.13     2.339     4.050     1.732     0.099     0.809     0.077       53.052
     3.14     2.339     4.048     1.731     0.099     0.807     0.078       52.881
     3.15     2.335     4.026     1.724     0.101     0.801     0.078       53.258
     3.16     2.335     4.024     1.723     0.101     0.801     0.077       54.056
     3.17     2.334     4.033     1.728     0.100     0.805     0.077       54.168
     3.18     2.332     4.051     1.737     0.099     0.812     0.077       53.272
     3.19     2.331     4.049     1.737     0.099     0.811     0.078       53.087
     3.20     2.328     4.026     1.729     0.101     0.804     0.078       53.500
     3.21     2.328     4.024     1.729     0.101     0.805     0.077       54.353
     3.22     2.327     4.033     1.733     0.100     0.808     0.077       54.530
     3.23     2.325     4.050     1.742     0.099     0.816     0.077       53.684
     3.24     2.325     4.048     1.742     0.099     0.814     0.078       53.529
     3.25     2.321     4.026     1.734     0.101     0.808     0.078       53.926
     3.26     2.321     4.024     1.734     0.101     0.808     0.078       54.746
     3.27     2.320     4.033     1.738     0.100     0.812     0.077       54.864
     3.28     2.317     4.051     1.748     0.099     0.819     0.077       53.946
     3.29     2.317     4.049     1.747     0.099     0.818     0.078       53.743
     3.30     2.314     4.026     1.740     0.101     0.811     0.078       54.134
     3.31     2.313     4.024     1.740     0.101     0.812     0.078       54.969
     3.32     2.312     4.033     1.744     0.100     0.816     0.077       55.107
     3.33     2.310     4.051     1.754     0.099     0.823     0.077       54.215
     3.34     2.310     4.049     1.753     0.099     0.822     0.078       54.048
     3.35     2.306     4.026     1.746     0.101     0.815     0.078       54.488
     3.36     2.306     4.024     1.745     0.101     0.815     0.078       55.375
     3.37     2.305     4.033     1.749     0.100     0.819     0.077       55.567
     3.38     2.303     4.050     1.759     0.099     0.827     0.077       54.698
     3.39     2.302     4.048     1.758     0.099     0.825     0.078       54.536
     3.40     2.299     4.025     1.751     0.101     0.818     0.078       54.931
     3.41     2.298     4.024     1.751     0.101     0.819     0.078       55.755
     3.42     2.297     4.033     1.755     0.100     0.823     0.077       55.851
     3.43     2.295     4.052     1.766     0.099     0.831     0.077       54.886
     3.44     2.294     4.049     1.765     0.099     0.829     0.078       54.667
     3.45     2.291     4.026     1.757     0.101     0.822     0.078       55.085
     3.46     2.290     4.024     1.757     0.101     0.823     0.078       55.968
     3.47     2.290     4.033     1.761     0.100     0.827     0.077       56.144
     3.48     2.287     4.051     1.771     0.099     0.835     0.077       55.260
     3.49     2.287     4.049     1.771     0.099     0.833     0.078       55.111
     3.50     2.283     4.026     1.763     0.101     0.826     0.078       55.568
     3.51     2.283     4.024     1.763     0.101     0.827     0.078       56.474
     3.52     2.282     4.033     1.767     0.100     0.831     0.077       56.656
     3.53     2.279     4.051     1.777     0.099     0.839     0.077       55.741
     3.54     2.279     4.048     1.776     0.099     0.837     0.078       55.552
     3.55     2.275     4.025     1.769     0.101     0.830     0.078       55.941
     3.56     2.275     4.024     1.769     0.101     0.831     0.078       56.774
     3.57     2.274     4.033     1.774     0.100     0.835     0.078       56.855
     3.58     2.271     4.052     1.784     0.099     0.843     0.078       55.854
     3.59     2.270     4.050     1.784     0.099     0.842     0.078       55.631
     3.60     2.267     4.026     1.776     0.101     0.835     0.078       56.087
     3.61     2.266     4.024     1.775     0.101     0.835     0.078       57.032
     3.62     2.266     4.033     1.780     0.100     0.839     0.078       57.259
     3.63     2.263     4.051     1.790     0.099     0.847     0.078       56.393
     3.64     2.263     4.049     1.789     0.099     0.846     0.078       56.270
     3.65     2.259     4.025     1.782     0.101     0.839     0.078       56.743
     3.66     2.259     4.024     1.781     0.101     0.839     0.078       57.665
     3.67     2.258     4.033     1.786     0.100     0.844     0.077       57.830
     3.68     2.255     4.051     1.797     0.099     0.852     0.078       56.859
     3.69     2.254     4.049     1.796     0.099     0.850     0.078       56.639
     3.70     2.250     4.024     1.788     0.101     0.843     0.078       57.026
     3.71     2.250     4.023     1.788     0.101     0.844     0.078       57.877
     3.72     2.248     4.033     1.794     0.100     0.848     0.078       57.955
     3.73     2.245     4.053     1.805     0.099     0.857     0.078       56.931
     3.74     2.245     4.050     1.804     0.099     0.855     0.078       56.722
     3.75     2.241     4.026     1.796     0.101     0.848     0.078       57.240
     3.76     2.241     4.024     1.795     0.101     0.848     0.078       58.268
     3.77     2.240     4.032     1.800     0.100     0.853     0.078       58.568
     3.78     2.238     4.050     1.810     0.099     0.861     0.078       57.724
     3.79     2.237     4.048     1.809     0.099     0.859     0.078       57.621
     3.80     2.234     4.025     1.802     0.101     0.852     0.078       58.078
     3.81     2.233     4.023     1.802     0.101     0.853     0.078       58.975
     3.82     2.232     4.033     1.807     0.100     0.857     0.077       59.065
     3.83     2.229     4.053     1.818     0.099     0.866     0.078       57.987
     3.84     2.228     4.050     1.817     0.099     0.864     0.078       57.715
     3.85     2.224     4.025     1.809     0.101     0.857     0.078       58.136
     3.86     2.224     4.023     1.809     0.101     0.857     0.078       59.059
     3.87     2.223     4.033     1.814     0.100     0.862     0.078       59.202
     3.88     2.220     4.052     1.826     0.099     0.871     0.078       58.206
     3.89     2.219     4.050     1.825     0.099     0.869     0.078       58.033
     3.90     2.216     4.025     1.817     0.101     0.862     0.078       58.569
     3.91     2.216     4.023     1.816     0.101     0.862     0.078       59.613
     3.92     2.215     4.032     1.821     0.100     0.866     0.078       59.889
     3.93     2.212     4.051     1.831     0.099     0.875     0.078       58.970
     3.94     2.212     4.049     1.831     0.099     0.873     0.078       58.813
     3.95     2.208     4.024     1.823     0.101     0.866     0.078       59.244
     3.96     2.207     4.023     1.823     0.101     0.867     0.078       60.134
     3.97     2.206     4.033     1.829     0.100     0.872     0.078       60.187
     3.98     2.202     4.054     1.841     0.099     0.881     0.078       59.054
     3.99     2.202     4.051     1.840     0.099     0.879     0.078       58.775
     4.00     2.198     4.025     1.831     0.101     0.871     0.078       59.260
     4.01     2.197     4.023     1.831     0.101     0.872     0.078       60.282
     4.02     2.196     4.033     1.836     0.100     0.877     0.078       60.523
     4.03     2.193     4.052     1.848     0.099     0.885     0.078       59.582
     4.04     2.193     4.050     1.847     0.099     0.884     0.078       59.456
     4.05     2.189     4.025     1.839     0.101     0.876     0.078       60.002
     4.06     2.188     4.023     1.838     0.101     0.877     0.078       61.041
     4.07     2.188     4.033     1.843     0.100     0.882     0.077       61.266
     4.08     2.184     4.052     1.855     0.099     0.891     0.078       60.252
     4.09     2.184     4.049     1.854     0.099     0.889     0.078       60.046
     4.10     2.179     4.024     1.846     0.101     0.881     0.078       60.489
     4.11     2.178     4.023     1.847     0.101     0.882     0.078       61.425
     4.12     2.177     4.033     1.852     0.100     0.888     0.078       61.506
     4.13     2.174     4.054     1.865     0.099     0.897     0.078       60.376
     4.14     2.173     4.051     1.864     0.099     0.895     0.078       60.131
     4.15     2.169     4.025     1.855     0.101     0.887     0.078       60.684
     4.16     2.168     4.023     1.855     0.101     0.888     0.078       61.789
     4.17     2.168     4.032     1.860     0.100     0.893     0.078       62.092
     4.18     2.164     4.052     1.872     0.099     0.902     0.078       61.151
     4.19     2.164     4.049     1.871     0.099     0.900     0.078       61.028
     4.20     2.160     4.024     1.863     0.101     0.893     0.078       61.551
     4.21     2.159     4.023     1.863     0.101     0.893     0.078       62.567
